time,com,angle,finger
17:51:59.786,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:59.787,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:51:59.788,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.811,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:59.812,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:59.813,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:59.814,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:59.815,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:59.815,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.816,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:59.817,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:59.818,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:51:59.819,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:59.819,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:51:59.820,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.836,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:59.838,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:59.839,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:59.840,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:59.841,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:59.841,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.842,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:59.843,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:59.844,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:51:59.845,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:59.845,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:51:59.847,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.866,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:59.867,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:59.868,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:59.869,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:59.870,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:59.870,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.871,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:59.872,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:59.873,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:51:59.874,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:59.874,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:51:59.875,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.897,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:59.898,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:59.899,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:59.900,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:59.901,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:59.903,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.904,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:59.905,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:59.906,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:51:59.907,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:59.909,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:51:59.910,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.928,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:59.929,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:59.930,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:59.932,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:59.933,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:59.935,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.937,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:59.938,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:59.940,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:51:59.941,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:59.942,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:51:59.943,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.960,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:59.961,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:59.962,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:59.963,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:59.964,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:59.964,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.965,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:59.966,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:59.967,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:51:59.968,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:59.969,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:51:59.970,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.991,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:59.993,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:59.994,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:59.995,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:59.996,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:59.996,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:59.997,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:59.998,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:59.999,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.000,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.001,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.002,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.023,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.024,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.025,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.026,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.027,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.028,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.029,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.030,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:52:00.031,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.033,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.034,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.035,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.054,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.055,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.055,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.057,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.057,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.058,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.059,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.060,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:52:00.061,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.062,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.063,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.064,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.085,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.086,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.087,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.087,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.088,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.089,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.090,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.090,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:52:00.091,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.092,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.093,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.093,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.117,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.118,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.118,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.119,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.120,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.121,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.122,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.122,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.123,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.124,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.124,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.125,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.148,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.149,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.149,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.151,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.152,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.153,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.155,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.155,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.156,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.157,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.158,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.160,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.179,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.180,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.181,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.181,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.182,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.183,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.183,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.184,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.185,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.186,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.187,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.187,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.211,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.212,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.213,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.214,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.215,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.216,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.216,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.217,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.218,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.219,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.220,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.220,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.241,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.243,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.244,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.245,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.245,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.246,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.247,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.247,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.248,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,I
17:52:00.249,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.249,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.250,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.272,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.273,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.274,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.275,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.276,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.276,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.278,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.279,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.280,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,44,I
17:52:00.281,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.282,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.283,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.304,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.305,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.306,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.307,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.307,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.308,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.309,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.310,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.311,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,44,I
17:52:00.312,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.312,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.313,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.334,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.334,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.335,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.336,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.337,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.338,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.339,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.340,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.340,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,44,I
17:52:00.341,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.342,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.342,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.365,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.366,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.367,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.367,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.368,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.369,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.370,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.371,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.372,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,44,I
17:52:00.373,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.374,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.374,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.395,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.396,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.397,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.398,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.400,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.404,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.405,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.407,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.408,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,44,I
17:52:00.409,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.411,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.412,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.446,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.447,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.448,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.449,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.450,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.453,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.457,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.458,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:52:00.459,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,44,I
17:52:00.459,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:52:00.460,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,12,R
17:52:00.461,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.489,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:52:00.490,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:52:00.491,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:52:00.491,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:52:00.492,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:52:00.493,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:52:00.494,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:52:00.498,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
